Column1;Season;Name;Transfer Sum;From;FromCountry;FromLanguage;FromLanguageFamily;To;ToCountry;ToLanguage;ToLanguageFamily
2328;19/20;Nikola Simunovacki;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;Unbekannt;Unbekannt;Unbekannt;Unbekannt
2329;19/20;Patrick Cazzaniga;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Malcantone;Switzerland;Italian;Romance
2330;19/20;Edmond Berzati;Leihe;AC Bellinzona;Switzerland;Italian;Romance;FC Chiasso;Switzerland;Italian;Romance
2331;19/20;Sergio Cortelezzi;?;AC Bellinzona;Switzerland;Italian;Romance;Yverdon-Sport;Switzerland;French;Romance
2332;19/20;Guillermo Padula;?;AC Bellinzona;Switzerland;Italian;Romance;FC Paradiso;Switzerland;Italian;Romance
2333;19/20;Aleandro Prati;Leihe;AC Bellinzona;Switzerland;Italian;Romance;FC Paradiso;Switzerland;Italian;Romance
2334;19/20;Aleandro Prati;Leihe;AC Bellinzona;Switzerland;Italian;Romance;FC Mendrisio;Switzerland;Italian;Romance
2335;19/20;Marko Rajkovacic;Leih-Ende;AC Bellinzona;Switzerland;Italian;Romance;Losone;Switzerland;Italian;Romance
2336;19/20;Ivan Audino;-;AC Bellinzona;Switzerland;Italian;Romance;Vereinslos;Vereinslos;Vereinslos;Vereinslos
2337;19/20;David Stojanov;Leihe;AC Bellinzona;Switzerland;Italian;Romance;FC Mendrisio;Switzerland;Italian;Romance
2338;19/20;Manuel Cepilov;Leihe;AC Bellinzona;Switzerland;Italian;Romance;FC Gambarogno;Switzerland;Italian;Romance
2339;19/20;Franco Martínez;Leih-Ende;AC Bellinzona;Switzerland;Italian;Romance;Peñarol;Uruguay;Spanish;Romance
2340;18/19;Tommaso Perpignano;ablösefrei;Argentina;Argentina;Spanish;Romance;AC Bellinzona;Switzerland;Italian;Romance
2341;18/19;Mirko Facchinetti;ablösefrei;FC Schaffhausen;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance
2342;18/19;Loris Lafranchi;ablösefrei;FC Cadenazzo;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2343;18/19;Bahadir Yesilçayir;?;Rappi Jugend;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance
2344;18/19;Siyar Doldur;Leihe;FC Sion U21;Switzerland;French;Romance;AC Bellinzona;Switzerland;Italian;Romance
2346;18/19;Luca Anselmi;-;Team Ticino U18;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2347;18/19;Mattia Schneeberger;-;Team Ticino U18;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2348;18/19;Edmond Berzati;-;Team Ticino U18;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2349;18/19;Michele Monighetti;Leihe;FC Chiasso;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2350;18/19;José Grilo;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Cadenazzo;Switzerland;Italian;Romance
2351;18/19;Tommaso Perpignano;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;Unbekannt;Unbekannt;Unbekannt;Unbekannt
2352;18/19;Aleksandar Djuric;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Cadenazzo;Switzerland;Italian;Romance
2353;18/19;Michael Mele;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Mendrisio;Switzerland;Italian;Romance
2354;18/19;Loris Lafranchi;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Cadenazzo;Switzerland;Italian;Romance
2355;18/19;Renato Sergi;?;AC Bellinzona;Switzerland;Italian;Romance;US Arbedo;Switzerland;Italian;Romance
2356;18/19;Isacco Tuz;-;AC Bellinzona;Switzerland;Italian;Romance;Vereinslos;Vereinslos;Vereinslos;Vereinslos
2357;18/19;Danilo Sperduti;-;AC Bellinzona;Switzerland;Italian;Romance;Vereinslos;Vereinslos;Vereinslos;Vereinslos
2358;18/19;Mario Zub?i?;-;AC Bellinzona;Switzerland;Italian;Romance;Karriereende;Karriereende;Karriereende;Karriereende
2359;17/18;David Stojanov;ablösefrei;FC Köniz;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance
2360;17/18;Aleandro Prati;ablösefrei;FC Locarno;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2361;17/18;Mario Zub?i?;ablösefrei;FC Locarno;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2362;17/18;Ulisse Pelloni;ablösefrei;FC Aarau;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance
2363;17/18;Antonio Felitti;ablösefrei;FC Chiasso;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2364;17/18;Giovanni Italo;ablösefrei;FC Lugano U21;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2365;17/18;Stipe Simunac;ablösefrei;Stade Nyonnais;Switzerland;French;Romance;AC Bellinzona;Switzerland;Italian;Romance
2366;17/18;Patryk Parol;ablösefrei;Novara U19;Italy;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2367;17/18;Daniele Russo;?;FC Winterthur;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance
2368;17/18;Salvatore Guarino;?;FC Chiasso;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2369;17/18;Mirko Facchinetti;Leihe;FC Schaffhausen;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance
2370;17/18;André Poças;?;Team Ticino U18;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2371;17/18;Bruno Gennari;Leih-Ende;FC Mendrisio;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2372;17/18;Michael Mele;-;Bellinzona Jgd.;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2373;17/18;David Stojanov;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Köniz;Switzerland;German;Germanic
2374;17/18;Vladan Miloševi?;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Cadenazzo;Switzerland;Italian;Romance
2375;17/18;Carlo Polli;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;Stallion FC;Philippines;Filipino;Unknown
2376;17/18;Bruno Gennari;Leihe;AC Bellinzona;Switzerland;Italian;Romance;FC Mendrisio;Switzerland;Italian;Romance
2377;17/18;Emanuele Guidotti;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;SC Buochs;Switzerland;German;Germanic
2378;17/18;Moreno Elia;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;AC Taverne;Switzerland;Italian;Romance
2379;17/18;Giampaolo Calzi;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;Olginatese;Italy;Italian;Romance
2380;17/18;Mate Bilinovac;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Chiasso;Switzerland;Italian;Romance
2381;17/18;Giorgio Marcionelli;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;AS Novazzano;Switzerland;Italian;Romance
2382;17/18;Michel Maconi;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;ASC Gordola;Switzerland;Italian;Romance
2383;17/18;Bruno Gennari;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Chiasso;Switzerland;Italian;Romance
2384;17/18;Roberto Decristophoris;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;AC Sementina;Switzerland;Italian;Romance
2385;17/18;Nikola Simunovacki;Leihe;AC Bellinzona;Switzerland;Italian;Romance;FC Gambarogno;Switzerland;Italian;Romance
2386;17/18;José Grilo;Leihe;AC Bellinzona;Switzerland;Italian;Romance;FC Lugano U21;Switzerland;Italian;Romance
2387;17/18;Simon Fieschi;?;AC Bellinzona;Switzerland;Italian;Romance;Unbekannt;Unbekannt;Unbekannt;Unbekannt
2388;17/18;Mirko Facchinetti;Leih-Ende;AC Bellinzona;Switzerland;Italian;Romance;FC Schaffhausen;Switzerland;German;Germanic
2389;17/18;Patryk Parol;-;AC Bellinzona;Switzerland;Italian;Romance;Vereinslos;Vereinslos;Vereinslos;Vereinslos
2390;16/17;Mate Bilinovac;ablösefrei;FC Locarno;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2391;16/17;Giampaolo Calzi;ablösefrei;Varese;Italy;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2392;16/17;Giorgio Marcionelli;ablösefrei; AS Castello;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2393;16/17;Daniel Mele;ablösefrei;US Giubiasco;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2394;16/17;David Stojanov;ablösefrei;FC Locarno;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2395;16/17;Nikola Simunovacki;ablösefrei;FC Lugano U21;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2396;16/17;Antonio Felitti;Leihe;FC Chiasso;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2397;16/17;Carlo Polli;?;Stallion FC;Philippines;Filipino;Unknown;AC Bellinzona;Switzerland;Italian;Romance
2398;16/17;José Grilo;?;Team Ticino U18;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2399;16/17;Danilo Sperduti;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;AC Bellinzona;Switzerland;Italian;Romance
2400;16/17;Roberto Decristophoris;-;Bellinzona Jgd.;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2401;16/17;Nicolás Ceolin;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;US Arbedo;Switzerland;Italian;Romance
2402;16/17;Andrea Cappelletti;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;Vedeggio;Switzerland;Italian;Romance
2403;16/17;Branko Bankovic;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;AC Taverne;Switzerland;Italian;Romance
2404;16/17;Bruno Gennari;Leihe;AC Bellinzona;Switzerland;Italian;Romance;FC Locarno;Switzerland;Italian;Romance
2405;16/17;Samuele Preisig;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;SC Balerna;Switzerland;Italian;Romance
2406;16/17;Daniele Facchinetti;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Gambarogno;Switzerland;Italian;Romance
2407;16/17;Borce Manev;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;AS Minusio;Switzerland;Italian;Romance
2408;16/17;William Marinelli;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;US Arbedo;Switzerland;Italian;Romance
2409;16/17;Davide Ghilardi;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Gambarogno;Switzerland;Italian;Romance
2410;16/17;Alessio Penta;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Gambarogno;Switzerland;Italian;Romance
2411;16/17;Daniel Mele;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;AC Taverne;Switzerland;Italian;Romance
2412;16/17;Stipe Simunac;?;AC Bellinzona;Switzerland;Italian;Romance;US Arbedo;Switzerland;Italian;Romance
2413;15/16;Vladan Miloševi?;ablösefrei;FC Locarno;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2414;15/16;Elia Boari;ablösefrei;FC Ascona;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2415;15/16;Davide Ghilardi;ablösefrei;Team Ticino U18;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2416;15/16;Bruno Gennari;ablösefrei;FC Lugano U21;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2417;15/16;Isacco Tuz;ablösefrei;FC Ascona;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2418;15/16;Luca Quadri;ablösefrei;FC Locarno;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2419;15/16;Patrick Berera;ablösefrei;FC Lugano U21;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2420;15/16;Gastón Orlando Magnetti;?;FC Chiasso;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2421;15/16;Alessio Penta;?;FC Lugano U21;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2422;15/16;William Marinelli;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;AC Bellinzona;Switzerland;Italian;Romance
2423;15/16;Nicolás Ceolin;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;AC Bellinzona;Switzerland;Italian;Romance
2424;15/16;Emanuele Guidotti;-;Bellinzona Jgd.;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2425;15/16;Simon Fieschi;-;Bellinzona Jgd.;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance
2426;15/16;Elia Boari;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;AC Taverne;Switzerland;Italian;Romance
2427;15/16;Antonello Flena;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;AS Minusio;Switzerland;Italian;Romance
2428;15/16;Aleksandar Milosevic;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;AC Sementina;Switzerland;Italian;Romance
2429;15/16;Stefano Minotti;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Gambarogno;Switzerland;Italian;Romance
2430;15/16;Federico Pagnoncelli;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;Unbekannt;Unbekannt;Unbekannt;Unbekannt
2431;15/16;Jonathan Mele;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Gambarogno;Switzerland;Italian;Romance
2432;15/16;Daniel Rossi;?;AC Bellinzona;Switzerland;Italian;Romance;Unbekannt;Unbekannt;Unbekannt;Unbekannt
2433;15/16;André dos Santos Barros;?;AC Bellinzona;Switzerland;Italian;Romance;US Giubiasco;Switzerland;Italian;Romance
