Country_to;Capital_to;Latitude_to;Longitude_to;Season;Name;Transfer Sum;From;FromCountry;FromLanguage;FromLanguageFamily;To;ToCountry;ToLanguage;ToLanguageFamily;Country_from;Capital_from;Latitude_from;Longitude_from
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Tito Tarchini;;FC Chiasso;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Renato Sergi;;FC Chiasso;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Mladen Skoric;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;AC Taverne;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Daniel Panizzolo;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;AC Ravecchia;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Igor Mijatović;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;GC Biaschesi;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Georgia;Tbilisi;41.715138;44.827096;Abgänge 14/15;Giorgi Ivanishvili;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;Tskhinvali;Georgia;Georgian;South Caucasian;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Mario Lučić;ablösefrei;FC Locarno;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Luca Spini;ablösefrei;FC Locarno;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Lorenzo Loiero;ablösefrei;GC Biaschesi;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Filippo Ferraboschi;ablösefrei;GC Biaschesi;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Matteus Senkal;?;FC Wohlen;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Fidan Berisha;?;St. Gallen U21;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Adewale Dauda Wahab;?;Losone;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Pasquale Sergi;?;FC Lugano U21;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Josip Zivko;?;Unbekannt;Unbekannt;Unbekannt;Unbekannt;AC Bellinzona;Switzerland;Italian;Romance;;;;
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Eugeniu Buza;?;Iskra-Stali;Moldova;Romanian;Romance;AC Bellinzona;Switzerland;Italian;Romance;Moldova;Chisinau;47.010453;28.86381
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Florian Gudit;?;Team Vaud U21;Switzerland;French;Romance;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Renato Sergi;?;Team Ticino U18;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Ikechukwu Kalu;?;Unbekannt;Unbekannt;Unbekannt;Unbekannt;AC Bellinzona;Switzerland;Italian;Romance;;;;
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Naip Aziri;?;FC Monthey;Switzerland;French;Romance;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Fulvio Sulmoni;Leih-Ende;FC Thun;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Enzo Ruiz;Leih-Ende;Racing Club;Argentina;Spanish;Romance;AC Bellinzona;Switzerland;Italian;Romance;Argentina;Buenos Aires;-34.603684;-58.381559
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Antonio Marchesano;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Winterthur;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Mario Lučić;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;Losone;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Filippo Ferraboschi;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;US Giubiasco;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Lorenzo Loiero;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;AC Taverne;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Josip Zivko;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Locarno;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Luca Spini;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Lugano;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Denis Markaj;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Lugano;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Renato Sergi;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Chiasso;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Fulvio Sulmoni;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Thun;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Andrea Conti;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;Malcantone Agno;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Turkey;Ankara;39.933364;32.859742;Abgänge 13/14;Roman Güntensperger;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;Gaziantep BB;Turkey;Turkish;Turkic;Switzerland;Bern;46.947974;7.447447
Chile;Santiago;-33.44889;-70.669265;Abgänge 13/14;Enzo Ruiz;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;D. Concepción;Chile;Spanish;Romance;Switzerland;Bern;46.947974;7.447447
Italy;Rome;41.902784;12.496366;Abgänge 13/14;Leandro Vitiello;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;Catanzaro;Italy;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Michaël Perrier;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Sion;Switzerland;French;Romance;Switzerland;Bern;46.947974;7.447447
Turkey;Ankara;39.933364;32.859742;Abgänge 13/14;Alessandro Riedle;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;Akhisar Belediye;Turkey;Turkish;Turkic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Swen König;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Branko Bankovic;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Mendrisio;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Markus Neumayr;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Pavel Pergl;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Giorgio Kurz;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Ascona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Roberto Rodriguez;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC St. Gallen;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Richel Marzolf;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;Stade Nyonnais;Switzerland;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;René Borkovic;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;Schwamendingen;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Matteus Senkal;?;AC Bellinzona;Switzerland;Italian;Romance;FC Köniz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Italy;Rome;41.902784;12.496366;Abgänge 13/14;Christian Massella;?;AC Bellinzona;Switzerland;Italian;Romance;Anzio;Italy;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Alessandro Ciarrocchi;?;AC Bellinzona;Switzerland;Italian;Romance;FC Chiasso;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
France;Paris;48.856614;2.352222;Abgänge 13/14;Florian Gudit;?;AC Bellinzona;Switzerland;Italian;Romance;Le Mont LS;France;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Fulvio Sulmoni;Leihe;AC Bellinzona;Switzerland;Italian;Romance;FC Thun;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Lukas Schenkel;?;AC Bellinzona;Switzerland;Italian;Romance;FC Thun;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Argentina;Buenos Aires;-34.603684;-58.381559;Abgänge 13/14;Enzo Ruiz;Leihe;AC Bellinzona;Switzerland;Italian;Romance;Racing Club;Argentina;Spanish;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Naip Aziri;?;AC Bellinzona;Switzerland;Italian;Romance;Azzurri LS;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Gianluca D'Angelo;?;AC Bellinzona;Switzerland;Italian;Romance;FC Winterthur;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Gastón Orlando Magnetti;?;AC Bellinzona;Switzerland;Italian;Romance;FC Chiasso;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 13/14;Hakan Yakin;-;AC Bellinzona;Switzerland;Italian;Romance;Karriereende;Karriereende;Karriereende;Karriereende;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 13/14;Ikechukwu Kalu;-;AC Bellinzona;Switzerland;Italian;Romance;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 13/14;Pasquale Sergi;-;AC Bellinzona;Switzerland;Italian;Romance;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 13/14;Eugeniu Buza;-;AC Bellinzona;Switzerland;Italian;Romance;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 13/14;Adewale Dauda Wahab;-;AC Bellinzona;Switzerland;Italian;Romance;Karriereende;Karriereende;Karriereende;Karriereende;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 13/14;Angelo Raso;-;AC Bellinzona;Switzerland;Italian;Romance;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 13/14;Fidan Berisha;-;AC Bellinzona;Switzerland;Italian;Romance;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Simon Grether;Leihe;FC Basel;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Nico Siegrist;Leihe;FC Luzern;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Gianluca D'Angelo;ablösefrei;Grasshoppers;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Roman Güntensperger;ablösefrei;SC Kriens;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Daniele Russo;ablösefrei;FC Chiasso;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Pascal Schürpf;Leihe;FC Basel;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Christian Massella;?;FC Fidene;Italy;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance;Italy;Rome;41.902784;12.496366
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Andrea Zanchi;Leihe;AC Perugia;Italy;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance;Italy;Rome;41.902784;12.496366
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;René Borkovic;?;FC Zürich;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Denis Markaj;?;FC Baden;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Michaël Perrier;?;FC Chiasso;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Fulvio Sulmoni;?;FC Chiasso;Switzerland;Italian;Romance;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Kwang-ryong Pak;Leihe;FC Basel;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Richel Marzolf;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;AC Bellinzona;Switzerland;Italian;Romance;;;;
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Leandro Vitiello;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;AC Bellinzona;Switzerland;Italian;Romance;;;;
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Enzo Ruiz;Leih-Ende;FC Luzern;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Sakari Mattila;Leih-Ende;HJK Helsinki;Finland;Finnish;Finnic;AC Bellinzona;Switzerland;Italian;Romance;Finland;Helsinki;60.173324;24.941025
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Igor Mijatović;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;GC Biaschesi;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Mirko Facchinetti;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Chiasso;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Henri Siqueira-Barras;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Chiasso;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Norbert Frrokaj;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;SC Brühl SG;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Finland;Helsinki;60.173324;24.941025;Abgänge 12/13;Sakari Mattila;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;HJK Helsinki;Finland;Finnish;Finnic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Richel Marzolf;Leihe;AC Bellinzona;Switzerland;Italian;Romance;GC Biaschesi;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Dragan Mihajlovic;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Chiasso;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 12/13;Sandro Chelidze;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;pausiert;pausiert;pausiert;pausiert;Switzerland;Bern;46.947974;7.447447
Finland;Helsinki;60.173324;24.941025;Abgänge 12/13;Sakari Mattila;Leihe;AC Bellinzona;Switzerland;Italian;Romance;HJK Helsinki;Finland;Finnish;Finnic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Daniele Russo;?;AC Bellinzona;Switzerland;Italian;Romance;FC Lugano;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Denis Markaj;Leihe;AC Bellinzona;Switzerland;Italian;Romance;FC Lugano;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Enzo Ruiz;Leihe;AC Bellinzona;Switzerland;Italian;Romance;FC Luzern;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 12/13;Gürkan Sermeter;-;AC Bellinzona;Switzerland;Italian;Romance;Karriereende;Karriereende;Karriereende;Karriereende;Switzerland;Bern;46.947974;7.447447
Italy;Rome;41.902784;12.496366;Abgänge 12/13;Andrea Zanchi;Leih-Ende;AC Bellinzona;Switzerland;Italian;Romance;AC Perugia;Italy;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Nico Siegrist;Leih-Ende;AC Bellinzona;Switzerland;Italian;Romance;FC Luzern;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Hakan Yakin;ablösefrei;FC Luzern;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Roberto Rodriguez;ablösefrei;FC Wil 1900;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Swen König;ablösefrei;Grasshoppers;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Markus Neumayr;ablösefrei;FC Thun;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Christophe Lambert;ablösefrei;FC Luzern;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Enzo Ruiz;ablösefrei;Grasshoppers;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Norbert Frrokaj;ablösefrei;Rapperswil-Jona;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Lukas Schenkel;ablösefrei;FC St. Gallen;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
