Country_to;Capital_to;Latitude_to;Longitude_to;Season;Name;Transfer Sum;From;FromCountry;FromLanguage;FromLanguageFamily;To;ToCountry;ToLanguage;ToLanguageFamily;Country_from;Capital_from;Latitude_from;Longitude_from
Sweden;Stockholm;59.329323;18.068581;Abgänge 14/15;Linus Hallenius;ablösefrei;FC Aarau;Switzerland;German;Germanic;Hammarby;Sweden;Swedish;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Jiri Koubsky;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Köniz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Marvin Spielmann;Leihe;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Alain Schultz;?;FC Aarau;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Daniele Romano;Leihe;FC Aarau;Switzerland;German;Germanic;Lausanne-Sport;Switzerland;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Sandro Foschini;Leihe;FC Aarau;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Christopher Teichmann;Leihe;FC Aarau;Switzerland;German;Germanic;BSC Old Boys;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Miguel Peralta;Leihe;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
France;Paris;48.856614;2.352222;Abgänge 14/15;Florian Berisha;Leihe;FC Aarau;Switzerland;German;Germanic;Le Mont LS;France;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Goran Antic;?;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Andreas Hirzel;?;FC Aarau;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Bruno Martignoni;Leihe;FC Aarau;Switzerland;German;Germanic;Servette FC;Switzerland;French;Romance;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 14/15;Swen König;-;FC Aarau;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 14/15;Dusan Djuric;-;FC Aarau;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Joy-Slayd Mickels;-;FC Aarau;Switzerland;German;Germanic;Aargau U21;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Lars Unnerstall;;FC Schalke 04;Germany;German;Germanic;FC Aarau;Switzerland;German;Germanic;Germany;Berlin;52.520007;13.404954
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Bruno Martignoni;200 Tsd. €;FC Locarno;Switzerland;Italian;Romance;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Linus Hallenius;50 Tsd. €;Genua CFC;Italy;Italian;Romance;FC Aarau;Switzerland;German;Germanic;Italy;Rome;41.902784;12.496366
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Mergim Brahimi;Leihe;Grasshoppers;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Swen König;ablösefrei;AC Bellinzona;Switzerland;Italian;Romance;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Daniel Gygax;Leihe;FC Luzern;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Alexander González;Leihe;BSC Young Boys;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Stephan Andrist;?;FC Basel;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Otele Mouangue;Leihe;FC Wil 1900;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Nauris Bulvitis;?;Skonto;Latvia;Latvian;Baltic;FC Aarau;Switzerland;German;Germanic;Latvia;Riga;56.949649;24.105186
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Kim Jaggy;Leihe;FC Wil 1900;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Luca Radice;?;FC Winterthur;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Christopher Teichmann;-;Aargau U18;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Davide Callà;650 Tsd. €;FC Aarau;Switzerland;German;Germanic;FC Basel;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Predrag Pribanovic;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Goran Antic;Leihe;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Daniele Romano;Leihe;FC Aarau;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Andreas Hirzel;Leihe;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Florian Berisha;Leihe;FC Aarau;Switzerland;German;Germanic;FC Chiasso;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Jiri Koubsky;Leihe;FC Aarau;Switzerland;German;Germanic;FC Wil 1900;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;David Marazzi;?;FC Aarau;Switzerland;German;Germanic;Servette FC;Switzerland;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Mergim Brahimi;Leih-Ende;FC Aarau;Switzerland;German;Germanic;Grasshoppers;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 13/14;Remo Staubli;-;FC Aarau;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Otele Mouangue;-;FC Aarau;Switzerland;German;Germanic;Aargau U21;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Remo Staubli;100 Tsd. €;FC Zürich;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Daniele Romano;50 Tsd. €;FC Wohlen;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Dante Senger;ablösefrei;FC Lugano;Switzerland;Italian;Romance;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Sandro Foschini;ablösefrei;SC Kriens;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Davide Callà;ablösefrei;Grasshoppers;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Sehar Fejzulahi;ablösefrei;Grasshoppers;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Labinot Sheholli;ablösefrei;FC Biel-Bienne;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Silvan Widmer;Leihe;FC Granada;Spain;Spanish;Romance;FC Aarau;Switzerland;German;Germanic;Spain;Madrid;40.416775;-3.70379
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Jiri Koubsky;ablösefrei;Spartak Trnava;Slovakia;Slovak;Slavic;FC Aarau;Switzerland;German;Germanic;Slovakia;Bratislava;48.145892;17.107137
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Goran Antic;ablösefrei;FC Winterthur;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Roman Buess;Leihe;FC Basel U21;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Florian Berisha;?;FC Sion U21;Switzerland;French;Romance;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Sven Lüscher;?;FC Winterthur;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Predrag Pribanovic;-;Aargau U21;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Andreas Hirzel;-;Aargau U21;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Spain;Madrid;40.416775;-3.70379;Abgänge 12/13;Silvan Widmer;750 Tsd. €;FC Aarau;Switzerland;German;Germanic;FC Granada;Spain;Spanish;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Labinot Sheholli;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Köniz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Shkëlzen Gashi;ablösefrei;FC Aarau;Switzerland;German;Germanic;Grasshoppers;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Russia;Moscow;55.755826;37.6173;Abgänge 12/13;Moustapha Dabo;ablösefrei;FC Aarau;Switzerland;German;Germanic;Spartaks;Russia;Russian;Slavic;Switzerland;Bern;46.947974;7.447447
Iran;Tehran;35.689198;51.388974;Abgänge 12/13;Aco Stojkov;ablösefrei;FC Aarau;Switzerland;German;Germanic;Zob Ahan;Iran;Persian Farsi;Indo-Iranian;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Skender Zeqiri;ablösefrei;FC Aarau;Switzerland;German;Germanic;SC YF Juventus;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Andreas Hirzel;Leihe;FC Aarau;Switzerland;German;Germanic;Grasshoppers;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Yves Scherrer;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Philipp Bachmann;Leihe;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Sascha Studer;?;FC Aarau;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Dejan Jakovljevic;?;FC Aarau;Switzerland;German;Germanic;SC Cham;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Pascal Schürpf;Leih-Ende;FC Aarau;Switzerland;German;Germanic;FC Basel;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 12/13;Reto Bolli;-;FC Aarau;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 12/13;Sehar Fejzulahi;-;FC Aarau;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Igor Nganga;50 Tsd. €;FC Schaffhausen;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Moustapha Dabo;ablösefrei;Yverdon-Sport;Switzerland;French;Romance;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Shkëlzen Gashi;ablösefrei;Xamax;Switzerland;French;Romance;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Alain Schultz;ablösefrei;FC Wohlen;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Reto Bolli;ablösefrei;FC St. Gallen;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Remo Staubli;;FC Zürich;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Pascal Schürpf;;FC Basel;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Nico Siegrist;;FC Luzern;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Daniel Fanger;;FC Luzern;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Silvan Widmer;-;Aargau U18;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Olivier Jäckle;-;Aargau U21;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Juan Pablo Garat;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;FC Aarau;Switzerland;German;Germanic;;;;
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Yves Scherrer;-;Aargau U21;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Philipp Bachmann;Leih-Ende;FC Schötz;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Samuel Huber;Leih-Ende;FC Wangen b. O.;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Yves Scherrer;Leihe;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Samuel Huber;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Muri;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Michael Ludäscher;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Baden;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Tobias Müller;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Muri;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Loris Benito;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Altay Kahraman;ablösefrei;FC Aarau;Switzerland;German;Germanic;SC Cham;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Emir Sinanovic;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Wangen b. O.;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Zelimir Skopljak;ablösefrei;FC Aarau;Switzerland;German;Germanic;SC Zofingen;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Skender Zeqiri;Leihe;FC Aarau;Switzerland;German;Germanic;FC Schötz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Philipp Bachmann;Leihe;FC Aarau;Switzerland;German;Germanic;FC Wil 1900;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Sascha Studer;Leihe;FC Aarau;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Philipp Bachmann;Leihe;FC Aarau;Switzerland;German;Germanic;FC Schötz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Shkëlzen Gashi;Leih-Ende;FC Aarau;Switzerland;German;Germanic;Xamax;Switzerland;French;Romance;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 11/12;Michele Polverino;-;FC Aarau;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 11/12;Giuseppe Rapisarda;-;FC Aarau;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 11/12;Aleksandar Mitreski;-;FC Aarau;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 11/12;András Vági;-;FC Aarau;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 11/12;Patrick Bengondo;-;FC Aarau;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Fuad Rahimi;ablösefrei;FC Wil 1900;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Nico Hug;ablösefrei;SC Freiburg II;Germany;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Germany;Berlin;52.520007;13.404954
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Matteo Di Giusto;?;FC Zürich U21;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Sebastian Santin;?;WSG Tirol;Austria;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Austria;Vienna;48.208174;16.373819
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Joël Schmied;?;BSC Young Boys;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Linus Obexer;Leihe;BSC Young Boys;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Besart Bajrami;Leih-Ende;FC Balzers;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Yago Gomes do Nascimento;-;Vaduz II;Liechtenstein;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Liechtenstein;Vaduz;47.14103;9.520928
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Besart Bajrami;-;Vaduz II;Liechtenstein;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Liechtenstein;Vaduz;47.14103;9.520928
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Dejan Djokic;-;Vaduz II;Liechtenstein;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Liechtenstein;Vaduz;47.14103;9.520928
Switzerland;Bern;46.947974;7.447447;Abgänge 20/21;Aron Sele;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Chur 97;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 20/21;Jens Hofer;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Biel-Bienne;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 20/21;Manuel Mikus;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Balzers;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 20/21;Noah Frick;ablösefrei;FC Vaduz;Switzerland;German;Germanic;NE Xamax;Switzerland;French;Romance;Switzerland;Bern;46.947974;7.447447
Turkey;Ankara;39.933364;32.859742;Abgänge 20/21;Berkay Sülüngöz;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Altay SK;Turkey;Turkish;Turkic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 20/21;Besart Bajrami;Leihe;FC Vaduz;Switzerland;German;Germanic;FC Balzers;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 20/21;Linus Obexer;Leih-Ende;FC Vaduz;Switzerland;German;Germanic;BSC Young Boys;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Yannick Schmid;ablösefrei;FC Luzern;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Jens Hofer;ablösefrei;FC Münsingen;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Nicolae Milinceanu;ablösefrei;FC Chiasso;Switzerland;Italian;Romance;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Gion Chande;ablösefrei;FC Wil 1900;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Cédric Gasser;ablösefrei;FC St. Gallen;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Tunahan Cicek;ablösefrei;NE Xamax;Switzerland;French;Romance;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Pius Dorn;ablösefrei;A. Lustenau;Austria;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Austria;Vienna;48.208174;16.373819
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Denis Simani;ablösefrei;Rapperswil-Jona;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Dominik Schwizer;Leihe;FC Thun;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Fuad Rahimi;Leihe;FC Wil 1900;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Gianni Antoniazzi;?;FC Zürich U21;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Ferhat Saglam;Leih-Ende;FC Balzers;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 19/20;Andreas Hirzel;176 Tsd. €;FC Vaduz;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 19/20;Maurice Brunner;ablösefrei;FC Vaduz;Switzerland;German;Germanic;Rapperswil-Jona;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 19/20;Mario Bühler;ablösefrei;FC Vaduz;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
